,ConfirmOrder(jsp),LineItem,lineitem(table),LineItemMapper,ListOrders(jsp),NewOrderForm(jsp),Order,OrderActionBean,OrderMapper,orders(table),OrderService,orderstatus(table),Sequence,sequence(table),SequenceMapper,ShippingForm(jsp),ViewOrder(jsp),Account,account(table),AccountActionBean,AccountMapper,AccountService,bannerdata(table),EditAccountForm(jsp),IncludeAccountFields(jsp),NewAccountForm(jsp),profile(table),signon(table),SignonForm(jsp),IncludeMyList(jsp),Cart,Cart(jsp),CartActionBean,CartItem,Checkout(jsp),CatalogActionBean,CatalogService,Category,Category(jsp),category(table),CategoryMapper,inventory(table),Item,Item(jsp),item(table),ItemMapper,Product,Product(jsp),product(table),ProductMapper,SearchProducts(jsp),supplier(table),Main(jsp),AbstractActionBean,Error(jsp),IncludeBottom(jsp),IncludeTop(jsp),index(html),help(html)
AccountMapper,-11.68731407110328,-7.166153952530497,-7.166153952530497,-7.166153952530497,-6.869858444266104,-9.248108140317868,-7.420379042959889,-7.420379042959889,-7.420379042959889,-6.869858444266104,-7.420379042959889,-6.869047120737418,-2.598003232837463,-2.598003232837463,-2.598003232837463,-6.4409197073588915,-7.420379042959889,-19.0,1.0,-19.0,1.0,1.0,37.589628322649624,16.294916429303978,15.635580650692848,8.005032640723396,33.241073054589805,35.300916734727956,21.09358530646337,-4.946037911002052,0.7044795373669716,0.7044795373669716,0.7044795373669716,-3.73638862378273,-3.3797648107505025,22.604445430090898,17.414184950214036,-6.1123122984297815,-6.1123122984297815,-6.1123122984297815,-6.1123122984297815,-7.1922540797566015,-7.166153952530497,-7.166153952530497,-7.166153952530497,-7.166153952530497,15.404317324659814,-4.595682675340185,18.498328092244847,23.688588572121713,-4.980411932959757,-1.331122184292108,40.0,20.0,0.0,15.733620898010017,15.053962088997949,-4.7338469305684985,0.0
AccountService,-11.68731407110328,-7.166153952530497,-7.166153952530497,-7.166153952530497,-6.869858444266104,-9.248108140317868,-7.420379042959889,-7.420379042959889,-7.420379042959889,-6.869858444266104,-7.420379042959889,-6.869047120737418,-2.598003232837463,-2.598003232837463,-2.598003232837463,-6.4409197073588915,-7.420379042959889,-19.0,1.0,-19.0,1.0,1.0,37.589628322649624,16.294916429303978,15.635580650692848,8.005032640723396,33.241073054589805,35.300916734727956,21.09358530646337,-4.946037911002052,0.7044795373669716,0.7044795373669716,0.7044795373669716,-3.73638862378273,-3.3797648107505025,22.604445430090898,17.414184950214036,-6.1123122984297815,-6.1123122984297815,-6.1123122984297815,-6.1123122984297815,-7.1922540797566015,-7.166153952530497,-7.166153952530497,-7.166153952530497,-7.166153952530497,15.404317324659814,-4.595682675340185,18.498328092244847,23.688588572121713,-4.980411932959757,-1.331122184292108,40.0,20.0,0.0,15.733620898010017,15.053962088997949,-4.7338469305684985,0.0
bannerdata(table),-0.6862042987378411,-3.5737237168341736,-3.5737237168341736,-3.5737237168341736,-2.3819870552429094,-3.077960543251476,-1.2694434802625199,-1.2694434802625199,-1.2694434802625199,-2.3819870552429094,-1.2694434802625199,-2.5804419926946376,-2.7577379112117546,-2.7577379112117546,-2.7577379112117546,-0.6128509276245642,-1.2694434802625199,17.589628322649627,37.589628322649624,17.589628322649627,37.589628322649624,37.589628322649624,1.000000000000007,36.254698456902894,36.70334401912786,36.26061007533693,33.117596368682456,26.20781855303143,16.812140159933275,-1.2173694232004681,-4.1029222184462615,-4.1029222184462615,-4.1029222184462615,-4.849179713889923,-2.75729962150759,26.45575616189168,21.265495682014816,-3.1756620030860834,-3.1756620030860834,-3.1756620030860834,-3.1756620030860834,-0.9424788402114813,-3.5737237168341736,-3.5737237168341736,-3.5737237168341736,-3.5737237168341736,18.147112944707786,-1.8528870552922159,21.24112371229282,26.431384192169684,-2.6331500733085473,2.2085925634874126,40.0,20.0,0.0,17.249953773165412,18.782630576799534,-2.3873978579769006,0.0
EditAccountForm(jsp),-12.298542855801458,-10.294696488539582,-10.294696488539582,-10.294696488539582,-3.7442394784599675,-18.140554734341418,-8.08469900226678,-8.08469900226678,-8.08469900226678,-3.7442394784599675,-8.08469900226678,-8.750947497198238,-8.689406218453852,-8.689406218453852,-8.689406218453852,-14.528941442542555,-8.08469900226678,-3.705083570696022,16.294916429303978,-3.705083570696022,16.294916429303978,16.294916429303978,36.254698456902894,1.0,22.03312491809524,11.483062314902458,32.87599229792037,32.967115616994334,12.062091367630572,-6.171492888160306,-0.9579043746906465,-0.9579043746906465,-0.9579043746906465,-6.68812335155406,-7.419753681969661,18.056176448250504,12.865915968373637,-8.471493049495928,-8.471493049495928,-8.471493049495928,-8.471493049495928,-8.881322039753861,-10.294696488539582,-10.294696488539582,-10.294696488539582,-10.294696488539582,12.850293043479507,-7.149706956520494,15.94430381106454,21.134564290941405,-5.623788977372752,-1.6739697922240175,40.0,20.0,0.0,13.107593275083373,13.828507111839695,-5.585272581527772,0.0
IncludeAccountFields(jsp),-10.426747794013659,-4.215056771074415,-4.215056771074415,-4.215056771074415,-4.240784774310911,-8.393954657165114,-4.30065537949281,-4.30065537949281,-4.30065537949281,-4.240784774310911,-4.30065537949281,-6.077840890929581,-4.5274628180442456,-4.5274628180442456,-4.5274628180442456,-8.626511047100934,-4.30065537949281,-4.364419349307152,15.635580650692848,-4.364419349307152,15.635580650692848,15.635580650692848,36.70334401912786,22.03312491809524,1.0,17.50505640563735,32.44942981622509,34.32613420898296,19.427433588617017,-24.742888675752795,-4.78539320687805,-4.78539320687805,-4.78539320687805,-5.683318368549283,-1.0236459889521061,21.003667537165008,15.813407057288142,-8.164270868470576,-8.164270868470576,-8.164270868470576,-8.164270868470576,-5.067236860205941,-4.215056771074415,-4.215056771074415,-4.215056771074415,-4.215056771074415,14.18139948840381,-5.818600511596189,17.275410255988845,22.465670735865707,-9.173194323880303,-4.140450020925699,40.0,20.0,0.0,1.6264668582666957,-4.742888675752795,-3.3194603490413117,0.0
NewAccountForm(jsp),-12.876446825287752,-7.84539652069201,-7.84539652069201,-7.84539652069201,-5.723815843041395,-24.314200229612293,-9.74152433774068,-9.74152433774068,-9.74152433774068,-5.723815843041395,-9.74152433774068,-10.961198921586755,-6.004083784281616,-6.004083784281616,-6.004083784281616,-17.693229673951677,-9.74152433774068,-11.994967359276604,8.005032640723396,-11.994967359276604,8.005032640723396,8.005032640723396,36.26061007533693,11.483062314902458,17.50505640563735,1.0000000000000142,32.74976450176821,30.99996224896387,6.2221653976793725,-6.210452445923087,-0.43788915554029617,-0.43788915554029617,-0.43788915554029617,-4.901079626883351,-3.24231673269371,20.929046277808695,15.738785797931827,-8.792736074240137,-8.792736074240137,-8.792736074240137,-8.792736074240137,-4.86784469254494,-7.84539652069201,-7.84539652069201,-7.84539652069201,-7.84539652069201,15.042145992169901,-4.9578540078300986,18.136156759754932,23.3264172396318,-5.13923981508522,-2.521465105568222,40.0,20.0,0.0,12.243008436221341,13.789547554076913,-4.388627465086902,0.0
profile(table),-6.5417303949719985,-0.09133865643776251,-0.09133865643776251,-0.09133865643776251,-2.773955747684242,-6.237031372378049,-5.533316799227544,-5.533316799227544,-5.533316799227544,-2.773955747684242,-5.533316799227544,-11.309493711674847,-3.296511986424341,-3.296511986424341,-3.296511986424341,-3.8156027722736154,-5.533316799227544,13.241073054589801,33.241073054589805,13.241073054589801,33.241073054589805,33.241073054589805,33.117596368682456,32.87599229792037,32.44942981622509,32.74976450176821,1.0,37.51031476838397,24.197789441109343,-6.640861608663232,0.8605969881480192,0.8605969881480192,0.8605969881480192,0.5232510620730783,1.036657637434614,25.572734244908535,20.38247376503167,-5.362723026495459,-5.362723026495459,-5.362723026495459,-5.362723026495459,-0.9986519413927563,-0.09133865643776251,-0.09133865643776251,-0.09133865643776251,-0.09133865643776251,15.406064881290455,-4.5939351187095445,18.500075648875487,23.690336128752353,-4.417698008363304,-1.488387096224184,40.0,20.0,0.0,12.908131508944404,13.359138391336767,-2.375490869037741,0.0
signon(table),-8.519799720431953,-4.277704017829624,-4.277704017829624,-4.277704017829624,-5.687477776823945,-8.7694892111811,-3.789242866426493,-3.789242866426493,-3.789242866426493,-5.687477776823945,-3.789242866426493,-5.41323892399494,-0.2659654240492977,-0.2659654240492977,-0.2659654240492977,-6.499771806298227,-3.789242866426493,15.300916734727956,35.300916734727956,15.300916734727956,35.300916734727956,35.300916734727956,26.20781855303143,32.967115616994334,34.32613420898296,30.99996224896387,37.51031476838397,1.0,-4.101531075175917,-4.16597346077794,-3.2070756082119107,-3.2070756082119107,-3.2070756082119107,-4.662099375075721,-4.968084932577975,26.629116598145373,21.438856118268507,-0.5021167358276822,-0.5021167358276822,-0.5021167358276822,-0.5021167358276822,-2.7790000920856706,-4.277704017829624,-4.277704017829624,-4.277704017829624,-4.277704017829624,17.94816973536424,-2.051830264635762,21.04218050294927,26.232440982826137,-0.8831757166978317,0.8926168513000479,40.0,20.0,0.0,14.914374234669262,15.834026539222059,-5.729844834800256,0.0
SignonForm(jsp),17.983993998614203,22.668587621153385,22.668587621153385,22.668587621153385,23.589268462789704,4.754275450362936,21.307772010737946,21.307772010737946,21.307772010737946,23.589268462789704,21.307772010737946,18.59174831993493,24.00326274127474,24.00326274127474,24.00326274127474,-17.409193489839318,21.307772010737946,21.09358530646337,21.09358530646337,21.09358530646337,21.09358530646337,21.09358530646337,16.812140159933275,12.062091367630572,19.427433588617017,6.2221653976793725,24.197789441109343,-4.101531075175917,0.9999999999999929,-5.498003083319249,16.8607159486753,-3.139284051324697,16.8607159486753,14.597558372825404,-4.22395444106399,15.616413023756323,11.946344642310848,-4.706701230752445,-4.706701230752445,-4.706701230752445,-4.706701230752445,14.711294538669458,10.71424799224601,-5.6156836263085115,14.384316373691485,10.71424799224601,25.23104314967034,-3.0532280977915587,29.606635139317483,16.94677190220844,-2.15586594009501,-0.9367027450423889,28.2842712474619,28.2842712474619,0.0,20.139688759481757,22.786268164142648,-4.9202840199937246,0.0
IncludeMyList(jsp),-7.346900874896933,-1.2203179102283714,-1.2203179102283714,-1.2203179102283714,-1.7996861262902144,-2.9462371766879842,0.0891854040036336,0.0891854040036336,0.0891854040036336,-1.7996861262902144,0.0891854040036336,-1.8647134980473725,-3.5657731757978657,-3.5657731757978657,-3.5657731757978657,-7.063561886013766,0.0891854040036336,15.053962088997949,-4.946037911002052,15.053962088997949,-4.946037911002052,-4.946037911002052,-1.2173694232004681,-6.171492888160306,-24.742888675752795,-6.210452445923087,-6.640861608663232,-4.16597346077794,-5.498003083319249,1.0,25.60098547593968,37.31671422847778,25.60098547593968,25.768870459859805,-0.53775091032624,-4.901513219639334,18.1924975479457,-5.81051922875559,-5.81051922875559,-5.81051922875559,-5.81051922875559,21.42260233131683,21.873692857356662,-1.2203179102283714,-1.2203179102283714,21.873692857356662,15.04657794142991,-4.95342205857009,-4.95342205857009,-4.95342205857009,-5.342860301794438,-3.70353403420253,0.0,20.0,0.0,-8.128324256416391,-19.0,-0.4610405900297028,0.0
Cart,28.00697298471241,18.094097758639975,18.094097758639975,18.094097758639975,27.12940100219991,26.695112430508658,27.46293254937814,27.46293254937814,27.46293254937814,27.12940100219991,27.46293254937814,26.097742881029177,27.942975551782023,27.942975551782023,27.942975551782023,-5.237430815120711,27.46293254937814,28.98875078482887,0.7044795373669716,28.98875078482887,0.7044795373669716,0.7044795373669716,-4.1029222184462615,-0.9579043746906465,-4.78539320687805,-0.43788915554029617,0.8605969881480192,-3.2070756082119107,16.8607159486753,25.60098547593968,0.9999999999999929,-10.715728752538102,0.9999999999999929,7.872079319590242,-11.254833447027556,-2.4859163667121527,13.844015251842368,-4.121297008889537,-4.121297008889537,-4.121297008889537,-4.121297008889537,29.425588804950127,22.469689748287117,-10.190173488821925,9.809826511178072,22.469689748287117,26.423023324005836,-1.8612479234560613,14.468683695098461,-1.8612479234560613,-4.071447207064181,-1.9016480604269344,0.0,28.2842712474619,0.0,25.25378469919768,25.60098547593968,-2.06413010267311,0.0
Cart(jsp),-0.2772982627494885,-10.190173488821925,-10.190173488821925,-10.190173488821925,-1.154870245261988,-1.58915881695324,-0.8213386980837557,-0.8213386980837557,-0.8213386980837557,-1.154870245261988,-0.8213386980837557,-2.1865283664327206,-0.3412956956798766,-0.3412956956798766,-0.3412956956798766,-5.237430815120711,-0.8213386980837557,20.70447953736697,0.7044795373669716,20.70447953736697,0.7044795373669716,0.7044795373669716,-4.1029222184462615,-0.9579043746906465,-4.78539320687805,-0.43788915554029617,0.8605969881480192,-3.2070756082119107,-3.139284051324697,37.31671422847778,-10.715728752538102,1.0,-10.715728752538102,-3.8436494329478528,-11.254833447027556,-2.4859163667121527,20.60809440087288,-4.121297008889537,-4.121297008889537,-4.121297008889537,-4.121297008889537,19.859736335426117,12.903837278763108,-10.190173488821925,-10.190173488821925,12.903837278763108,18.138752076543938,-1.8612479234560613,-1.8612479234560613,-1.8612479234560613,-4.071447207064181,-1.9016480604269344,0.0,20.0,0.0,16.969513451735782,17.31671422847778,-2.06413010267311,0.0
CartActionBean,28.00697298471241,18.094097758639975,18.094097758639975,18.094097758639975,27.12940100219991,26.695112430508658,27.46293254937814,27.46293254937814,27.46293254937814,27.12940100219991,27.46293254937814,26.097742881029177,27.942975551782023,27.942975551782023,27.942975551782023,-5.237430815120711,27.46293254937814,28.98875078482887,0.7044795373669716,28.98875078482887,0.7044795373669716,0.7044795373669716,-4.1029222184462615,-0.9579043746906465,-4.78539320687805,-0.43788915554029617,0.8605969881480192,-3.2070756082119107,16.8607159486753,25.60098547593968,0.9999999999999929,-10.715728752538102,0.9999999999999929,7.872079319590242,-11.254833447027556,-2.4859163667121527,13.844015251842368,-4.121297008889537,-4.121297008889537,-4.121297008889537,-4.121297008889537,29.425588804950127,22.469689748287117,-10.190173488821925,9.809826511178072,22.469689748287117,26.423023324005836,-1.8612479234560613,14.468683695098461,-1.8612479234560613,-4.071447207064181,-1.9016480604269344,0.0,28.2842712474619,0.0,25.25378469919768,25.60098547593968,-2.06413010267311,0.0
CartItem,24.372540887332846,-1.4510388322955805,-1.4510388322955805,-1.4510388322955805,24.168541722193627,22.63066396529388,23.347995752725744,23.347995752725744,23.347995752725744,24.168541722193627,23.347995752725744,21.873228936466685,24.98165425322082,24.98165425322082,24.98165425322082,-8.375776713612469,23.347995752725744,24.54788262367917,-3.73638862378273,24.54788262367917,-3.73638862378273,-3.73638862378273,-4.849179713889923,-6.68812335155406,-5.683318368549283,-4.901079626883351,0.5232510620730783,-4.662099375075721,14.597558372825404,25.768870459859805,7.872079319590242,-3.8436494329478528,7.872079319590242,0.9999999999999929,-15.373075173224015,-6.5787460626056244,9.751185555948897,-8.307416483819571,-8.307416483819571,-8.307416483819571,-8.307416483819571,25.044133546521717,2.924553157351564,-29.73531007975748,-9.735310079757483,2.924553157351564,21.149579697426944,-7.134691550034953,9.195240068519569,-7.134691550034953,-7.213084244440691,-5.129348873998062,0.0,28.2842712474619,0.0,22.949194281689188,25.768870459859805,-4.683740731090648,0.0
Checkout(jsp),-4.3053143751976135,-13.329803476600631,-13.329803476600631,-13.329803476600631,-5.15091996649638,-5.150347833879584,-6.630257636900122,-6.630257636900122,-6.630257636900122,-5.15091996649638,-6.630257636900122,-3.1238120639185434,-6.525606352722343,-6.525606352722343,-6.525606352722343,-9.006783910335884,-6.630257636900122,-3.3797648107505025,-3.3797648107505025,-3.3797648107505025,-3.3797648107505025,-3.3797648107505025,-2.75729962150759,-7.419753681969661,-1.0236459889521061,-3.24231673269371,1.036657637434614,-4.968084932577975,-4.22395444106399,-0.53775091032624,-11.254833447027556,-11.254833447027556,-11.254833447027556,-15.373075173224015,-39.0,-9.518132463216414,-9.518132463216414,-1.9439574106389763,-1.9439574106389763,-1.9439574106389763,-1.9439574106389763,-8.305253516881015,-13.329803476600631,-13.329803476600631,-13.329803476600631,-13.329803476600631,-7.424190913029341,-7.424190913029341,-7.424190913029341,-7.424190913029341,-6.436035684058156,-3.7457737721489983,0.0,0.0,0.0,-5.323484629876086,-0.53775091032624,-1.7887561536522094,0.0
CatalogActionBean,-2.3934880759518222,-8.364370195637115,-8.364370195637115,-8.364370195637115,-5.409571407220297,-6.616028966571039,-4.57055092461178,-4.57055092461178,-4.57055092461178,-5.409571407220297,-4.57055092461178,-0.9411016180503913,-6.8345031919394605,-6.8345031919394605,-6.8345031919394605,-11.676978799843118,-4.57055092461178,22.604445430090898,22.604445430090898,22.604445430090898,22.604445430090898,22.604445430090898,26.45575616189168,18.056176448250504,21.003667537165008,20.929046277808695,25.572734244908535,26.629116598145373,15.616413023756323,-4.901513219639334,-2.4859163667121527,-2.4859163667121527,-2.4859163667121527,-6.5787460626056244,-9.518132463216414,1.0,-6.34013676289095,22.484730649592517,22.484730649592517,22.484730649592517,22.484730649592517,2.0212042770794447,7.965561422917407,19.919901051824784,11.635629804362882,7.965561422917407,16.394120822279284,16.394120822279284,20.769712811926425,28.109849574817375,17.4278851833993,-6.851772844905662,28.2842712474619,28.2842712474619,0.0,24.052832145885702,23.382758027822565,-4.240578543598157,0.0
CatalogService,-2.3934880759518222,-8.364370195637115,-8.364370195637115,-8.364370195637115,-5.409571407220297,-6.616028966571039,-4.57055092461178,-4.57055092461178,-4.57055092461178,-5.409571407220297,-4.57055092461178,-0.9411016180503913,-6.8345031919394605,-6.8345031919394605,-6.8345031919394605,-11.676978799843118,-4.57055092461178,28.96119033400656,17.414184950214036,28.96119033400656,17.414184950214036,17.414184950214036,21.265495682014816,12.865915968373637,15.813407057288142,15.738785797931827,20.38247376503167,21.438856118268507,11.946344642310848,18.1924975479457,13.844015251842368,20.60809440087288,13.844015251842368,9.751185555948897,-9.518132463216414,-6.34013676289095,1.0000000000000142,17.29447016971565,17.29447016971565,17.29447016971565,17.29447016971565,12.357939325191598,18.30229647102956,14.729640571947918,7.965561422917407,18.30229647102956,22.750865726194938,11.203860342402416,14.776516241484059,20.769712811926425,12.237624703522435,-6.851772844905662,23.094010767585033,34.641016151377556,0.0,30.409577049801356,29.739502931738222,-4.240578543598157,0.0
Category,-1.4744986252461307,-9.441188267185053,-9.441188267185053,-9.441188267185053,-5.094592453139989,-8.128271920929139,-4.946540584966379,-4.946540584966379,-4.946540584966379,-5.094592453139989,-4.946540584966379,-7.509691281468129,-3.364304429212553,-3.364304429212553,-3.364304429212553,-4.153625505234972,-4.946540584966379,13.887687701570218,-6.1123122984297815,13.887687701570218,-6.1123122984297815,-6.1123122984297815,-3.1756620030860834,-8.471493049495928,-8.164270868470576,-8.792736074240137,-5.362723026495459,-0.5021167358276822,-4.706701230752445,-5.81051922875559,-4.121297008889537,-4.121297008889537,-4.121297008889537,-8.307416483819571,-1.9439574106389763,22.484730649592517,17.29447016971565,1.0,1.0,1.0,1.0,19.546486677316423,13.65282250039998,30.558811732814945,18.843082980276847,13.65282250039998,9.181924301353925,29.181924301353924,12.275935068938958,17.466195548815826,30.508546307946034,-4.647073887186276,0.0,20.0,0.0,13.526203541894535,14.18948077124441,-6.586366135668131,0.0
Category(jsp),-1.4744986252461307,-9.441188267185053,-9.441188267185053,-9.441188267185053,-5.094592453139989,-8.128271920929139,-4.946540584966379,-4.946540584966379,-4.946540584966379,-5.094592453139989,-4.946540584966379,-7.509691281468129,-3.364304429212553,-3.364304429212553,-3.364304429212553,-4.153625505234972,-4.946540584966379,13.887687701570218,-6.1123122984297815,13.887687701570218,-6.1123122984297815,-6.1123122984297815,-3.1756620030860834,-8.471493049495928,-8.164270868470576,-8.792736074240137,-5.362723026495459,-0.5021167358276822,-4.706701230752445,-5.81051922875559,-4.121297008889537,-4.121297008889537,-4.121297008889537,-8.307416483819571,-1.9439574106389763,22.484730649592517,17.29447016971565,1.0,1.0,1.0,1.0,19.546486677316423,13.65282250039998,30.558811732814945,18.843082980276847,13.65282250039998,9.181924301353925,29.181924301353924,12.275935068938958,17.466195548815826,30.508546307946034,-4.647073887186276,0.0,20.0,0.0,13.526203541894535,14.18948077124441,-6.586366135668131,0.0
category(table),-1.4744986252461307,-9.441188267185053,-9.441188267185053,-9.441188267185053,-5.094592453139989,-8.128271920929139,-4.946540584966379,-4.946540584966379,-4.946540584966379,-5.094592453139989,-4.946540584966379,-7.509691281468129,-3.364304429212553,-3.364304429212553,-3.364304429212553,-4.153625505234972,-4.946540584966379,13.887687701570218,-6.1123122984297815,13.887687701570218,-6.1123122984297815,-6.1123122984297815,-3.1756620030860834,-8.471493049495928,-8.164270868470576,-8.792736074240137,-5.362723026495459,-0.5021167358276822,-4.706701230752445,-5.81051922875559,-4.121297008889537,-4.121297008889537,-4.121297008889537,-8.307416483819571,-1.9439574106389763,22.484730649592517,17.29447016971565,1.0,1.0,1.0,1.0,19.546486677316423,13.65282250039998,30.558811732814945,18.843082980276847,13.65282250039998,9.181924301353925,29.181924301353924,12.275935068938958,17.466195548815826,30.508546307946034,-4.647073887186276,0.0,20.0,0.0,13.526203541894535,14.18948077124441,-6.586366135668131,0.0
CategoryMapper,-1.4744986252461307,-9.441188267185053,-9.441188267185053,-9.441188267185053,-5.094592453139989,-8.128271920929139,-4.946540584966379,-4.946540584966379,-4.946540584966379,-5.094592453139989,-4.946540584966379,-7.509691281468129,-3.364304429212553,-3.364304429212553,-3.364304429212553,-4.153625505234972,-4.946540584966379,13.887687701570218,-6.1123122984297815,13.887687701570218,-6.1123122984297815,-6.1123122984297815,-3.1756620030860834,-8.471493049495928,-8.164270868470576,-8.792736074240137,-5.362723026495459,-0.5021167358276822,-4.706701230752445,-5.81051922875559,-4.121297008889537,-4.121297008889537,-4.121297008889537,-8.307416483819571,-1.9439574106389763,22.484730649592517,17.29447016971565,1.0,1.0,1.0,1.0,19.546486677316423,13.65282250039998,30.558811732814945,18.843082980276847,13.65282250039998,9.181924301353925,29.181924301353924,12.275935068938958,17.466195548815826,30.508546307946034,-4.647073887186276,0.0,20.0,0.0,13.526203541894535,14.18948077124441,-6.586366135668131,0.0
inventory(table),16.449229209029987,13.818121732239648,13.818121732239648,13.818121732239648,9.270487499151843,18.105245008295054,14.750153223453834,14.750153223453834,14.750153223453834,9.270487499151843,14.750153223453834,17.10557888840968,20.27147160644745,20.27147160644745,20.27147160644745,-9.969614770517236,14.750153223453834,27.448762071620955,-7.1922540797566015,27.448762071620955,-7.1922540797566015,-7.1922540797566015,-0.9424788402114813,-8.881322039753861,-5.067236860205941,-4.86784469254494,-0.9986519413927563,-2.7790000920856706,14.711294538669458,21.42260233131683,29.425588804950127,19.859736335426117,29.425588804950127,25.044133546521717,-8.305253516881015,2.0212042770794447,12.357939325191598,19.546486677316423,19.546486677316423,19.546486677316423,19.546486677316423,1.000000000000007,30.72411096465462,13.818121732239648,23.383974201763657,30.72411096465462,22.451924656764355,10.904919272971831,14.477575172053474,4.14084012394132,11.396883531287585,-10.602754057262295,0.0,34.641016151377556,0.0,30.344308076768826,32.969607715109355,-7.061962808671504,0.0
Item,16.749907391763873,-15.905989232414967,-15.905989232414967,-15.905989232414967,17.404220705262926,15.281333529881405,15.626357965864784,15.626357965864784,15.626357965864784,17.404220705262926,15.626357965864784,14.673470372197071,17.86010921190162,17.86010921190162,17.86010921190162,-8.283622108138685,15.626357965864784,27.47486219884706,-7.166153952530497,27.47486219884706,-7.166153952530497,-7.166153952530497,-3.5737237168341736,-10.294696488539582,-4.215056771074415,-7.84539652069201,-0.09133865643776251,-4.277704017829624,10.71424799224601,21.873692857356662,22.469689748287117,12.903837278763108,22.469689748287117,2.924553157351564,-13.329803476600631,7.965561422917407,18.30229647102956,13.65282250039998,13.65282250039998,13.65282250039998,13.65282250039998,30.72411096465462,1.000000000000007,-15.905989232414967,-6.340136762890957,1.000000000000007,24.61701970776579,13.070014323973268,16.64267022305491,6.305935174942757,15.459273992987404,-6.563329593709317,0.0,34.641016151377556,0.0,29.01585380393463,33.42069824114918,-5.619121538425414,0.0
Item(jsp),-6.3441033758211605,-39.0,-39.0,-39.0,-5.689790062322106,-7.812677237703628,-7.4676528017202495,-7.4676528017202495,-7.4676528017202495,-5.689790062322106,-7.4676528017202495,-8.420540395387961,-5.233901555683414,-5.233901555683414,-5.233901555683414,-8.283622108138685,-7.4676528017202495,12.833846047469503,-7.166153952530497,12.833846047469503,-7.166153952530497,-7.166153952530497,-3.5737237168341736,-10.294696488539582,-4.215056771074415,-7.84539652069201,-0.09133865643776251,-4.277704017829624,-5.6156836263085115,-1.2203179102283714,-10.190173488821925,-10.190173488821925,-10.190173488821925,-29.73531007975748,-13.329803476600631,19.919901051824784,14.729640571947918,30.558811732814945,30.558811732814945,30.558811732814945,30.558811732814945,13.818121732239648,-15.905989232414967,1.0,-10.715728752538102,-15.905989232414967,9.976003556388235,29.976003556388235,13.070014323973268,18.260274803850134,32.36526322540237,-6.563329593709317,0.0,20.0,0.0,14.374837652557073,18.77968208977163,-5.619121538425414,0.0
item(table),21.94016787164074,-10.715728752538102,-10.715728752538102,-10.715728752538102,22.59448118513979,20.47159400975827,20.81661844574165,20.81661844574165,20.81661844574165,22.59448118513979,20.81661844574165,19.863730852073935,23.050369691778485,23.050369691778485,23.050369691778485,-8.283622108138685,20.81661844574165,21.1181172949314,-7.166153952530497,21.1181172949314,-7.166153952530497,-7.166153952530497,-3.5737237168341736,-10.294696488539582,-4.215056771074415,-7.84539652069201,-0.09133865643776251,-4.277704017829624,14.384316373691485,-1.2203179102283714,9.809826511178072,-10.190173488821925,9.809826511178072,-9.735310079757483,-13.329803476600631,11.635629804362882,7.965561422917407,18.843082980276847,18.843082980276847,18.843082980276847,18.843082980276847,23.383974201763657,-6.340136762890957,-10.715728752538102,0.9999999999999929,-6.340136762890957,18.260274803850134,18.260274803850134,22.63586679349728,9.976003556388232,20.649534472864268,-6.563329593709317,0.0,28.2842712474619,0.0,22.65910890001897,27.063953337233528,-5.619121538425414,0.0
ItemMapper,16.749907391763873,-15.905989232414967,-15.905989232414967,-15.905989232414967,17.404220705262926,15.281333529881405,15.626357965864784,15.626357965864784,15.626357965864784,17.404220705262926,15.626357965864784,14.673470372197071,17.86010921190162,17.86010921190162,17.86010921190162,-8.283622108138685,15.626357965864784,27.47486219884706,-7.166153952530497,27.47486219884706,-7.166153952530497,-7.166153952530497,-3.5737237168341736,-10.294696488539582,-4.215056771074415,-7.84539652069201,-0.09133865643776251,-4.277704017829624,10.71424799224601,21.873692857356662,22.469689748287117,12.903837278763108,22.469689748287117,2.924553157351564,-13.329803476600631,7.965561422917407,18.30229647102956,13.65282250039998,13.65282250039998,13.65282250039998,13.65282250039998,30.72411096465462,1.000000000000007,-15.905989232414967,-6.340136762890957,1.000000000000007,24.61701970776579,13.070014323973268,16.64267022305491,6.305935174942757,15.459273992987404,-6.563329593709317,0.0,34.641016151377556,0.0,29.01585380393463,33.42069824114918,-5.619121538425414,0.0
Product,17.665252048693024,9.976003556388235,9.976003556388235,9.976003556388235,14.454877392329212,16.004623909587472,16.672245476355346,16.672245476355346,16.672245476355346,14.454877392329212,16.672245476355346,16.831114089142737,16.53240272602342,16.53240272602342,16.53240272602342,-10.265413817316247,16.672245476355346,35.404317324659814,15.404317324659814,35.404317324659814,15.404317324659814,15.404317324659814,18.147112944707786,12.850293043479507,14.18139948840381,15.042145992169901,15.406064881290455,17.94816973536424,25.23104314967034,15.04657794142991,26.423023324005836,18.138752076543938,26.423023324005836,21.149579697426944,-7.424190913029341,16.394120822279284,22.750865726194938,9.181924301353925,9.181924301353925,9.181924301353925,9.181924301353925,22.451924656764355,24.61701970776579,9.976003556388235,18.260274803850134,24.61701970776579,1.000000000000007,-18.999999999999993,-4.358983848622437,-10.715728752538094,-0.938602856287222,-11.772928245590988,20.0,40.0,0.0,31.621508792091404,35.04657794142991,-6.126871126976071,0.0
